1,6,4
1,6,5
1,6,6
1,6,7
1,6,8
1,6,9
1,6,10
1,6,11
1,6,12
1,6,13
1,6,14
1,6,15
1,6,16
1,6,17
1,6,18
1,6,19
1,6,20
1,6,21
1,6,22
1,6,23
1,6,24
1,6,25
1,6,26
1,6,27
1,6,28
1,6,29
1,6,30
1,7,5
1,7,6
1,7,7
1,7,8
1,7,9
1,7,10
1,7,11
1,7,12
1,7,13
1,7,14
1,7,15
1,7,16
1,7,17
1,7,18
1,7,19
1,7,20
1,7,21
1,7,22
1,7,23
1,7,24
1,7,25
1,7,26
1,7,27
1,7,28
1,7,29
1,7,30
1,8,5
1,8,6
1,8,7
1,8,8
1,8,9
1,8,10
1,8,11
1,8,12
1,8,13
1,8,14
1,8,15
1,8,16
1,8,17
1,8,18
1,8,19
1,8,20
1,8,21
1,8,22
1,8,23
1,8,24
1,8,25
1,8,26
1,8,27
1,8,28
1,8,29
1,8,30
1,9,6
1,9,7
1,9,8
1,9,9
1,9,10
1,9,11
1,9,12
1,9,13
1,9,14
1,9,15
1,9,16
1,9,17
1,9,18
1,9,19
1,9,20
1,9,21
1,9,22
1,9,23
1,9,24
1,9,25
1,9,26
1,9,27
1,9,28
1,9,29
1,9,30
1,10,6
1,10,7
1,10,8
1,10,9
1,10,10
1,10,11
1,10,12
1,10,13
1,10,14
1,10,15
1,10,16
1,10,17
1,10,18
1,10,19
1,10,20
1,10,21
1,10,22
1,10,23
1,10,24
1,10,25
1,10,26
1,10,27
1,10,28
1,10,29
1,10,30
1,11,7
1,11,8
1,11,9
1,11,10
1,11,11
1,11,12
1,11,13
1,11,14
1,11,15
1,11,16
1,11,17
1,11,18
1,11,19
1,11,20
1,11,21
1,11,22
1,11,23
1,11,24
1,11,25
1,11,26
1,11,27
1,11,28
1,11,29
1,11,30
1,12,7
1,12,8
1,12,9
1,12,10
1,12,11
1,12,12
1,12,13
1,12,14
1,12,15
1,12,16
1,12,17
1,12,18
1,12,19
1,12,20
1,12,21
1,12,22
1,12,23
1,12,24
1,12,25
1,12,26
1,12,27
1,12,28
1,12,29
1,12,30
1,13,8
1,13,9
1,13,10
1,13,11
1,13,12
1,13,13
1,13,14
1,13,15
1,13,16
1,13,17
1,13,18
1,13,19
1,13,20
1,13,21
1,13,22
1,13,23
1,13,24
1,13,25
1,13,26
1,13,27
1,13,28
1,13,29
1,13,30
1,14,8
1,14,9
1,14,10
1,14,11
1,14,12
1,14,13
1,14,14
1,14,15
1,14,16
1,14,17
1,14,18
1,14,19
1,14,20
1,14,21
1,14,22
1,14,23
1,14,24
1,14,25
1,14,26
1,14,27
1,14,28
1,14,29
1,14,30
1,15,9
1,15,10
1,15,11
1,15,12
1,15,13
1,15,14
1,15,15
1,15,16
1,15,17
1,15,18
1,15,19
1,15,20
1,15,21
1,15,22
1,15,23
1,15,24
1,15,25
1,15,26
1,15,27
1,15,28
1,15,29
1,15,30
1,16,9
1,16,10
1,16,11
1,16,12
1,16,13
1,16,14
1,16,15
1,16,16
1,16,17
1,16,18
1,16,19
1,16,20
1,16,21
1,16,22
1,16,23
1,16,24
1,16,25
1,16,26
1,16,27
1,16,28
1,16,29
1,16,30
1,17,10
1,17,11
1,17,12
1,17,13
1,17,14
1,17,15
1,17,16
1,17,17
1,17,18
1,17,19
1,17,20
1,17,21
1,17,22
1,17,23
1,17,24
1,17,25
1,17,26
1,17,27
1,17,28
1,17,29
1,17,30
1,18,10
1,18,11
1,18,12
1,18,13
1,18,14
1,18,15
1,18,16
1,18,17
1,18,18
1,18,19
1,18,20
1,18,21
1,18,22
1,18,23
1,18,24
1,18,25
1,18,26
1,18,27
1,18,28
1,18,29
1,18,30
1,19,11
1,19,12
1,19,13
1,19,14
1,19,15
1,19,16
1,19,17
1,19,18
1,19,19
1,19,20
1,19,21
1,19,22
1,19,23
1,19,24
1,19,25
1,19,26
1,19,27
1,19,28
1,19,29
1,19,30
1,20,11
1,20,12
1,20,13
1,20,14
1,20,15
1,20,16
1,20,17
1,20,18
1,20,19
1,20,20
1,20,21
1,20,22
1,20,23
1,20,24
1,20,25
1,20,26
1,20,27
1,20,28
1,20,29
1,20,30
1,21,12
1,21,13
1,21,14
1,21,15
1,21,16
1,21,17
1,21,18
1,21,19
1,21,20
1,21,21
1,21,22
1,21,23
1,21,24
1,21,25
1,21,26
1,21,27
1,21,28
1,21,29
1,21,30
1,22,12
1,22,13
1,22,14
1,22,15
1,22,16
1,22,17
1,22,18
1,22,19
1,22,20
1,22,21
1,22,22
1,22,23
1,22,24
1,22,25
1,22,26
1,22,27
1,22,28
1,22,29
1,22,30
1,23,13
1,23,14
